File ID,Path,Category,Feature/Journey,Layer,Key symbols,Contract/Storage,Tests,Status,Notes
F-0362,lib/provider/search_mentions_provider.dart,Shared legacy,search,State,lib/provider/search_mentions_provider.dart:22 final mentionUsersProvider = FutureProvider<List<UserModel>>((ref) async {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0363,lib/provider/security_provider.dart,Shared legacy,shared,State,lib/provider/security_provider.dart:13 class SecurityProvider extends ChangeNotifier {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0364,lib/provider/session_provider.dart,Shared legacy,auth,State,lib/provider/session_provider.dart:8 final sessionManagerProvider = Provider<SessionManagerServiceV2>((ref) {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0365,lib/provider/settings_providers.dart,Shared legacy,settings,State,"lib/provider/settings_providers.dart:9 final userSettingsProvider = StateNotifierProvider.family<UserSettingsNotifier,",SharedPreferences;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0366,lib/provider/theme_provider.dart,Shared legacy,settings,State,lib/provider/theme_provider.dart:13 class ThemeModeNotifier extends StateNotifier<ThemeMode> {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0367,lib/provider/typing_provider.dart,Shared legacy,chat,State,lib/provider/typing_provider.dart:5 final typingServiceProvider = Provider<TypingService>((ref) {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0368,lib/screens/banned_screen.dart,Shared support,shared,UI Screen,lib/screens/banned_screen.dart:3 class BannedScreen extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0369,lib/screens/maintenance_screen.dart,Shared support,shared,UI Screen,lib/screens/maintenance_screen.dart:5 class MaintenanceScreen extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0370,lib/security/e2ee_service.dart,Shared support,services,Utility/Infrastructure,lib/security/e2ee_service.dart:7 class E2EEService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0371,lib/security/logging_utility.dart,Shared support,shared,Utility/Infrastructure,lib/security/logging_utility.dart:6 final logger = Logger(,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0372,lib/security/secure_kv_store.dart,Shared support,shared,Utility/Infrastructure,lib/security/secure_kv_store.dart:8 class SecureKeyValueStore {,SharedPreferences;SecureStorage;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0373,lib/services/advanced_security_service.dart,Shared legacy,services,Service,lib/services/advanced_security_service.dart:24 enum LockReason {,SharedPreferences;SecureStorage;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0374,lib/services/animation_controller_service.dart,Shared legacy,services,Service,lib/services/animation_controller_service.dart:7 class AnimationControllerService {,SharedPreferences;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0375,lib/services/AppInfoService.dart,Shared legacy,services,Service,lib/services/AppInfoService.dart:4 class AppInfoService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0376,lib/services/audio_recording_service.dart,Shared legacy,music,Service,lib/services/audio_recording_service.dart:12 class VoiceRecordingService {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0377,lib/services/audio_trim_service.dart,Shared legacy,music,Service,lib/services/audio_trim_service.dart:12 class AudioTrimService {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0378,lib/services/auto_lock_service.dart,Shared legacy,services,Service,lib/services/auto_lock_service.dart:5 class AutoLockService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0379,lib/services/backend_upload_service.dart,Shared legacy,posts,Service,lib/services/backend_upload_service.dart:12 class BackendUploadResult {,SecureStorage;HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0380,lib/services/BazaarService.dart,Shared legacy,services,Service,lib/services/BazaarService.dart:6 class BazaarService {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0381,lib/services/cache_manager.dart,Shared legacy,settings,Service,lib/services/cache_manager.dart:13 class UnifiedCacheManager {,File/Media,test/cache_test.dart,Classified,Verified fact: classified from current workspace source
F-0382,lib/services/comment_repository.dart,Shared legacy,posts,Repository,lib/services/comment_repository.dart:9 class CommentPage {,SecureStorage;HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0383,lib/services/crash_reporting_service.dart,Shared legacy,services,Service,lib/services/crash_reporting_service.dart:7 class CrashReportingService {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0384,lib/services/current_chat_tracker.dart,Shared legacy,chat,Service,lib/services/current_chat_tracker.dart:1 class CurrentChatTracker {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0385,lib/services/current_user_service.dart,Shared legacy,services,Service,lib/services/current_user_service.dart:9 class CurrentUserService {,SecureStorage,No direct test located,Classified,Verified fact: classified from current workspace source
F-0386,lib/services/deep_link_service.dart,Shared legacy,services,Service,lib/services/deep_link_service.dart:14 final deepLinkProvider =,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0387,lib/services/device_id_service.dart,Shared legacy,services,Service,lib/services/device_id_service.dart:4 class DeviceIdService {,SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0388,lib/services/file_manager_service.dart,Shared legacy,services,Service,lib/services/file_manager_service.dart:5 class FileManagerService {,HTTP;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0389,lib/services/gif_service.dart,Shared legacy,services,Service,lib/services/gif_service.dart:9 class GifService {,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0390,lib/services/http_client_factory.dart,Shared legacy,shared,Service,lib/services/http_client_factory.dart:29 Dio createPinnedDioClient({,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0391,lib/services/image_quality_service.dart,Shared legacy,services,Service,lib/services/image_quality_service.dart:5 class ImageQualityService {,SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0392,lib/services/improved_error_handler.dart,Shared legacy,shared,Service,lib/services/improved_error_handler.dart:8 enum ErrorType {,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0393,lib/services/instant_message_deletion.dart,Shared legacy,chat,Service,lib/services/instant_message_deletion.dart:10 class InstantMessageDeletion {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0394,lib/services/local_notification_center.dart,Shared legacy,notifications,Service,lib/services/local_notification_center.dart:3 class LocalNotificationCenter {,Notification,No direct test located,Classified,Verified fact: classified from current workspace source
F-0395,lib/services/location_permission_prompt_service.dart,Shared legacy,nearby,Service,lib/services/location_permission_prompt_service.dart:21 class LocationPermissionPromptService {,SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0396,lib/services/media_upload_prefs.dart,Shared legacy,posts,Service,lib/services/media_upload_prefs.dart:9 class MediaUploadPrefs {,SharedPreferences;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0397,lib/services/memory_leak_detector.dart,Shared legacy,shared,Service,lib/services/memory_leak_detector.dart:7 class MemoryLeakDetector {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0398,lib/services/modern_read_receipt_service.dart,Shared legacy,services,Service,"lib/services/modern_read_receipt_service.dart:11 enum MessageDeliveryStatus { pending, sent, delivered, read, failed }",SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0399,lib/services/MusicService.dart,Shared legacy,music,Service,lib/services/MusicService.dart:13 class MusicService {,SecureStorage;HTTP;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0400,lib/services/network_state_service.dart,Shared legacy,services,Service,lib/services/network_state_service.dart:18 class NetworkStateService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0401,lib/services/network_status_service.dart,Shared legacy,services,Service,lib/services/network_status_service.dart:7 class NetworkStatusService extends ChangeNotifier {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0402,lib/services/notification_action_resolver.dart,Shared legacy,notifications,Service,lib/services/notification_action_resolver.dart:3 enum NotificationActionType {,N/A,test/notification_action_resolver_test.dart,Classified,Verified fact: classified from current workspace source
F-0403,lib/services/notification_id.dart,Shared legacy,notifications,Service,lib/services/notification_id.dart:6 int stableNotificationId(String key) {,N/A,test/notification_id_test.dart,Classified,Verified fact: classified from current workspace source
F-0404,lib/services/notification_navigation_service.dart,Shared legacy,notifications,Service,lib/services/notification_navigation_service.dart:13 class NotificationNavigationService {,SecureStorage;HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0405,lib/services/notification_sound_service.dart,Shared legacy,notifications,Service,lib/services/notification_sound_service.dart:5 class NotificationSoundService {,SharedPreferences;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0406,lib/services/onboarding_service.dart,Shared legacy,services,Service,lib/services/onboarding_service.dart:4 class OnboardingService {,SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0407,lib/services/orphaned_media_cleanup_service.dart,Shared legacy,posts,Service,lib/services/orphaned_media_cleanup_service.dart:10 class OrphanedMediaCleanupService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0408,lib/services/payment_service.dart,Shared legacy,services,Service,lib/services/payment_service.dart:12 class PaymentService {,SecureStorage;HTTP;Realtime;PlatformChannel,No direct test located,Classified,Verified fact: classified from current workspace source
F-0409,lib/services/PostImageUploadService.dart,Shared legacy,posts,Service,lib/services/PostImageUploadService.dart:12 class PostImageUploadService {,SecureStorage;HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0410,lib/services/profile_cache_manager.dart,Shared legacy,profile,Service,lib/services/profile_cache_manager.dart:11 class ProfileCacheManager {,SecureStorage;HTTP;File/Media,test/cache_test.dart,Classified,Verified fact: classified from current workspace source
F-0411,lib/services/PushNotificationService.dart,Shared legacy,notifications,Service,lib/services/PushNotificationService.dart:44 final pushNotificationServiceProvider = Provider<PushNotificationService>(,Isar;SharedPreferences;SecureStorage;HTTP;Realtime;Notification;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0412,lib/services/refresh_interceptor.dart,Shared legacy,shared,Service,lib/services/refresh_interceptor.dart:8 class RefreshTokenInterceptor extends Interceptor {,SecureStorage;HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0413,lib/services/retry_queue_service.dart,Shared legacy,services,Service,lib/services/retry_queue_service.dart:12 class RetryQueueService {,Isar;HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0414,lib/services/safe_cache_manager.dart,Shared legacy,settings,Service,lib/services/safe_cache_manager.dart:11 class SafeCacheManager extends CacheManager with ImageCacheManager {,File/Media,test/cache_test.dart,Classified,Verified fact: classified from current workspace source
F-0415,lib/services/secure_logout_service.dart,Shared legacy,services,Service,lib/services/secure_logout_service.dart:14 class SecureLogoutService {,Isar;SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0416,lib/services/sensitive_action_guard.dart,Shared legacy,shared,Service,lib/services/sensitive_action_guard.dart:5 enum SensitiveAction {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0417,lib/services/session_manager_service_v2.dart,Shared legacy,auth,Service,"lib/services/session_manager_service_v2.dart:24 enum SessionVerificationState { verified, pendingVerification, invalid }",SharedPreferences;SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0418,lib/services/share_receiver_service.dart,Shared legacy,services,Service,lib/services/share_receiver_service.dart:5 class SharedContent {,PlatformChannel,No direct test located,Classified,Verified fact: classified from current workspace source
F-0419,lib/services/shared_audio_player_service.dart,Shared legacy,music,Service,lib/services/shared_audio_player_service.dart:6 class SharedAudioPlayerService {,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0420,lib/services/smart_share_service.dart,Shared legacy,services,Service,lib/services/smart_share_service.dart:9 class SmartShareService {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0421,lib/services/system_status_service.dart,Shared legacy,services,Service,lib/services/system_status_service.dart:8 enum SystemFeature {,HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0422,lib/services/system_ui_bar_service.dart,Shared legacy,services,Service,lib/services/system_ui_bar_service.dart:5 class SystemUiBarService {,PlatformChannel,No direct test located,Classified,Verified fact: classified from current workspace source
F-0423,lib/services/tls_pinning_store.dart,Shared legacy,shared,Service,"lib/services/tls_pinning_store.dart:14 enum TlsPinMode { off, monitor, enforce }",HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0424,lib/services/toast_service.dart,Shared legacy,services,Service,lib/services/toast_service.dart:4 class ToastService {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0425,lib/services/typing_service.dart,Shared legacy,chat,Service,lib/services/typing_service.dart:11 class TypingService {,SecureStorage;HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0426,lib/services/upload_object_key_service.dart,Shared legacy,posts,Service,lib/services/upload_object_key_service.dart:3 class UploadObjectKeyService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0427,lib/services/user_friendly_error_handler.dart,Shared legacy,shared,Service,lib/services/user_friendly_error_handler.dart:10 class UserFriendlyErrorHandler {,HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0428,lib/services/user_presence_service.dart,Shared legacy,chat,Service,lib/services/user_presence_service.dart:11 enum UserPresenceStatus {,SecureStorage;HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0429,lib/services/user_profile_service.dart,Shared legacy,profile,Service,lib/services/user_profile_service.dart:11 class UserProfileService {,Isar;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0430,lib/services/video_autoplay_service.dart,Shared legacy,services,Service,lib/services/video_autoplay_service.dart:5 class VideoAutoplayService {,SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0431,lib/services/video_preload_service.dart,Shared legacy,services,Service,lib/services/video_preload_service.dart:6 class VideoPreloadService {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0432,lib/services/vista_story_image_preloader.dart,Shared legacy,stories,Service,lib/services/vista_story_image_preloader.dart:11 class StoryPostAuthor {,HTTP;Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0433,lib/services/vista_story_template_generator.dart,Shared legacy,stories,Service,lib/services/vista_story_template_generator.dart:15 class VistaStoryTemplateGenerator {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0434,lib/services/voice_cache_service.dart,Shared legacy,chat,Service,lib/services/voice_cache_service.dart:11 class VoiceCacheService {,SharedPreferences;HTTP;File/Media,test/cache_test.dart,Classified,Verified fact: classified from current workspace source
F-0435,lib/services/voice_player_service.dart,Shared legacy,chat,Service,lib/services/voice_player_service.dart:13 class VoicePlayerState {,HTTP;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0436,lib/services/weather_service.dart,Shared legacy,services,Service,lib/services/weather_service.dart:6 class WeatherService {,HTTP,No direct test located,Classified,Verified fact: classified from current workspace source
F-0437,lib/test_pro_image_editor.dart,Shared support,shared,Utility/Infrastructure,lib/test_pro_image_editor.dart:1 class WeatherService {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0438,lib/utils/avatar_asset_utils.dart,Shared support,shared,Utility/Infrastructure,lib/utils/avatar_asset_utils.dart:6 class AvatarAssetUtils {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0439,lib/utils/birth_date_picker.dart,Shared support,shared,Utility/Infrastructure,lib/utils/birth_date_picker.dart:9 const _persianMonthNames = [,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0440,lib/utils/comments_bottom_sheet.dart,Shared support,posts,Utility/Infrastructure,lib/utils/comments_bottom_sheet.dart:12 class CommentsBottomSheet extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0441,lib/utils/compat_extensions.dart,Shared support,shared,Utility/Infrastructure,lib/utils/compat_extensions.dart:8 extension PersianDigitsString on String {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0442,lib/utils/const.dart,Shared support,shared,Utility/Infrastructure,lib/utils/const.dart:3 final GlobalKey<NavigatorState> navigatorKey = GlobalKey<NavigatorState>();,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0443,lib/utils/directional_navigation.dart,Shared support,shared,Utility/Infrastructure,lib/utils/directional_navigation.dart:52 class LocaleDirectionalPositioned extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0444,lib/utils/env_config.dart,Shared support,shared,Utility/Infrastructure,lib/utils/env_config.dart:4 class EnvConfig {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0445,lib/utils/glassmorphism.dart,Shared support,shared,Utility/Infrastructure,lib/utils/glassmorphism.dart:4 class LiquidGlassContainer extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0446,lib/utils/lru_cache.dart,Shared support,settings,Utility/Infrastructure,"lib/utils/lru_cache.dart:5 class LRUCache<K, V> {",N/A,test/cache_test.dart,Classified,Verified fact: classified from current workspace source
F-0447,lib/utils/modern_x_date_utils.dart,Shared support,shared,Utility/Infrastructure,lib/utils/modern_x_date_utils.dart:18 enum ModernXDateFormat {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0448,lib/utils/navigation_helper.dart,Shared support,shared,Utility/Infrastructure,lib/utils/navigation_helper.dart:8 class NavigationHelper {,File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0449,lib/utils/performance_monitor.dart,Shared support,shared,Utility/Infrastructure,lib/utils/performance_monitor.dart:3 class PerformanceMonitor {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0450,lib/utils/premium_features_helper.dart,Shared support,premium,Utility/Infrastructure,lib/utils/premium_features_helper.dart:6 class PremiumFeaturesHelper {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0451,lib/utils/premium_subscription_utils.dart,Shared support,premium,Utility/Infrastructure,lib/utils/premium_subscription_utils.dart:4 class PremiumSubscriptionUtils {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0452,lib/utils/profile_zoom_policy.dart,Shared support,profile,Utility/Infrastructure,lib/utils/profile_zoom_policy.dart:10 class ProfileZoomPolicy {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0453,lib/utils/rich_text_parser.dart,Shared support,shared,Utility/Infrastructure,"lib/utils/rich_text_parser.dart:5 enum TextType { text, url, mention, hashtag }",N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0454,lib/utils/themes.dart,Shared support,settings,Design System,lib/utils/themes.dart:28 class VistaThemes {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0455,lib/utils/time_utils.dart,Shared support,shared,Utility/Infrastructure,lib/utils/time_utils.dart:7 class TimeUtils {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0456,lib/utils/user_friendly_error_utils.dart,Shared support,shared,Utility/Infrastructure,lib/utils/user_friendly_error_utils.dart:8 class UserFriendlyErrorUtils {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0457,lib/utils/verification_badge_utils.dart,Shared support,profile,Utility/Infrastructure,lib/utils/verification_badge_utils.dart:6 enum ResolvedVerificationBadgeType {,N/A,test/verification_badge_utils_test.dart,Classified,Verified fact: classified from current workspace source
F-0458,lib/utils/vista_dialog.dart,Shared support,shared,Utility/Infrastructure,lib/utils/vista_dialog.dart:5 class VistaDialog {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0459,lib/utils/vista_motion.dart,Shared support,shared,Utility/Infrastructure,lib/utils/vista_motion.dart:3 class VistaMotion {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0460,lib/utils/vista_toast.dart,Shared support,shared,Utility/Infrastructure,lib/utils/vista_toast.dart:3 class VistaToast {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0461,lib/utils/widgets.dart,Shared support,shared,Utility/Infrastructure,lib/utils/widgets.dart:24 class topText extends StatelessWidget {,SecureStorage;Realtime;File/Media,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0462,lib/widgets/comment_input_field.dart,Shared legacy,posts,UI Component,lib/widgets/comment_input_field.dart:8 class CommentInputField extends ConsumerWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0463,lib/widgets/CustomVideoPlayer.dart,Shared legacy,shared,UI Component,lib/widgets/CustomVideoPlayer.dart:13 class CustomVideoPlayer extends ConsumerStatefulWidget {,Realtime;File/Media,No direct test located,Classified,Verified fact: classified from current workspace source
F-0464,lib/widgets/invalid_route_screen.dart,Shared legacy,shared,UI Screen,lib/widgets/invalid_route_screen.dart:5 class InvalidRouteScreen extends StatelessWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0465,lib/widgets/profile_avatar_widget.dart,Shared legacy,profile,UI Component,lib/widgets/profile_avatar_widget.dart:12 class ProfileAvatar extends ConsumerWidget {,Realtime,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0466,lib/widgets/ReelsScreen.dart,Shared legacy,shared,UI Screen,lib/widgets/ReelsScreen.dart:13 class ReelsScreen extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0467,lib/widgets/ReelsVideoPlayer.dart,Shared legacy,shared,UI Component,lib/widgets/ReelsVideoPlayer.dart:15 class ReelsVideoPlayer extends ConsumerStatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0468,lib/widgets/share_bottom_sheet.dart,Shared legacy,share,UI Component,lib/widgets/share_bottom_sheet.dart:21 class ShareBottomSheet extends ConsumerStatefulWidget {,Realtime;PlatformChannel,No direct test located,Classified,Verified fact: classified from current workspace source
F-0469,lib/widgets/skeleton_loading.dart,Shared legacy,shared,UI Component,lib/widgets/skeleton_loading.dart:5 class BaseSkeletonWidget extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0470,lib/widgets/swipeable_conversation_item.dart,Shared legacy,chat,UI Component,lib/widgets/swipeable_conversation_item.dart:21 class SwipeableConversationItem extends ConsumerWidget {,HTTP;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0471,lib/widgets/UserSelectionBottomSheet.dart,Shared legacy,shared,UI Component,lib/widgets/UserSelectionBottomSheet.dart:14 class UserSelectionBottomSheet extends ConsumerStatefulWidget {,SharedPreferences;Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0472,lib/widgets/verification_badge_icon.dart,Shared legacy,profile,UI Component,lib/widgets/verification_badge_icon.dart:5 class VerificationBadgeIcon extends StatelessWidget {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0473,lib/widgets/VideoPlayerConfig.dart,Shared legacy,shared,UI Component,lib/widgets/VideoPlayerConfig.dart:5 class VideoPlayerConfig {,SharedPreferences,No direct test located,Classified,Verified fact: classified from current workspace source
F-0474,lib/widgets/vista_story_share_theme.dart,Shared legacy,stories,UI Component,lib/widgets/vista_story_share_theme.dart:5 enum VistaStoryShareTheme {,N/A,No direct test located,Classified,Verified fact: classified from current workspace source
F-0475,lib/widgets/vista_story_template_widget.dart,Shared legacy,stories,UI Component,lib/widgets/vista_story_template_widget.dart:15 class VistaStoryTemplateWidget extends StatelessWidget {,Realtime,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
F-0476,lib/widgets/YourVideoTrimmerPage.dart,Shared legacy,shared,UI Screen,lib/widgets/YourVideoTrimmerPage.dart:7 class YourVideoTrimmerPage extends StatefulWidget {,Realtime,No direct test located,Classified,Verified fact: classified from current workspace source
F-0477,test/adaptive_effects_provider_test.dart,Test,cross-cutting,Test,test/adaptive_effects_provider_test.dart:6 void main() {,N/A,test/adaptive_effects_provider_test.dart,Classified,Verified fact: classified from current workspace source
F-0478,test/cache_test.dart,Test,settings,Test,test/cache_test.dart:3 void main() {,N/A,test/cache_test.dart,Classified,Verified fact: classified from current workspace source
F-0479,test/e2e_encryption_service_test.dart,Test,services,Test,test/e2e_encryption_service_test.dart:7 void main() {,N/A,test/e2e_encryption_service_test.dart,Classified,Verified fact: classified from current workspace source
F-0480,test/features/auth/refresh_coordinator_test.dart,Test,cross-cutting,Test,test/features/auth/refresh_coordinator_test.dart:25 void main() {,N/A,test/features/auth/refresh_coordinator_test.dart,Classified,Verified fact: classified from current workspace source
F-0481,test/grapheme_text_editing_test.dart,Test,cross-cutting,Test,test/grapheme_text_editing_test.dart:5 void main() {,N/A,test/grapheme_text_editing_test.dart,Classified,Verified fact: classified from current workspace source
F-0482,test/input_policy_test.dart,Test,cross-cutting,Test,test/input_policy_test.dart:4 void main() {,N/A,test/input_policy_test.dart,Classified,Verified fact: classified from current workspace source
F-0483,test/notification_action_resolver_test.dart,Test,notifications,Test,test/notification_action_resolver_test.dart:27 void main() {,N/A,test/notification_action_resolver_test.dart,Classified,Verified fact: classified from current workspace source
F-0484,test/notification_id_test.dart,Test,notifications,Test,test/notification_id_test.dart:4 void main() {,Realtime,test/notification_id_test.dart,Classified,Verified fact: classified from current workspace source
F-0485,test/phase3_integration_test.dart,Test,cross-cutting,Test,test/phase3_integration_test.dart:9 void main() {,N/A,test/phase3_integration_test.dart,Classified,Verified fact: classified from current workspace source
F-0486,test/realtime_event_deduplicator_test.dart,Test,cross-cutting,Test,test/realtime_event_deduplicator_test.dart:4 void main() {,Realtime,test/realtime_event_deduplicator_test.dart,Classified,Verified fact: classified from current workspace source
F-0487,test/temp_cleanup_test.dart,Test,cross-cutting,Test,test/temp_cleanup_test.dart:1 void main() {,N/A,test/temp_cleanup_test.dart,Classified,Verified fact: classified from current workspace source
F-0488,test/verification_badge_utils_test.dart,Test,profile,Test,test/verification_badge_utils_test.dart:5 void main() {,N/A,test/verification_badge_utils_test.dart,Classified,Verified fact: classified from current workspace source
F-0489,test/verification_parsing_models_test.dart,Test,profile,Test,test/verification_parsing_models_test.dart:7 void main() {,N/A,test/verification_parsing_models_test.dart,Classified,Verified fact: classified from current workspace source
F-0490,test/widget_test.dart,Test,cross-cutting,Test,test/widget_test.dart:13 class TestApp extends StatelessWidget {,HTTP;Realtime,test/widget_test.dart,Classified,Verified fact: classified from current workspace source
