Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
NativeGap,NG-026,Nearby,JRN-026,lib/features/nearby/screens/nearby_screen.dart,17,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01B,DISC-01B,NearbyScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01B for NearbyScreen; collect targeted evidence.,lib/features/nearby/screens/nearby_screen.dart:17 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-027,Onboarding,JRN-027,lib/features/onboarding/screens/Onboarding.dart,7,Native gap,N/A,N/A,Partial — reference stabilization required,feature/auth/src/main/java/ir/coffevista/vista_native/features/onboarding/OnboardingScreen.kt:57,AUTH-02,AUTH-02,Onboarding closes its recorded Native gap and passes targeted parity checks.,Continue AUTH-02 for Onboarding; collect targeted evidence.,lib/features/onboarding/screens/Onboarding.dart:7 + feature/auth/src/main/java/ir/coffevista/vista_native/features/onboarding/OnboardingScreen.kt:57,"Gap=Native onboarding exists, but the Flutter reference is currently dirty/new and visual parity must be recaptured.; Category=C — canonical phase transfer; Blocker=Dirty Flutter onboarding source/assets prevent a stable final visual baseline.; Change=None"
NativeGap,NG-028,Onboarding,JRN-028,lib/features/onboarding/screens/onboarding_screen.dart,10,Native gap,N/A,N/A,Partial — reference stabilization required,feature/auth/src/main/java/ir/coffevista/vista_native/features/onboarding/OnboardingScreen.kt:57,AUTH-02,AUTH-02,Onboarding closes its recorded Native gap and passes targeted parity checks.,Continue AUTH-02 for Onboarding; collect targeted evidence.,lib/features/onboarding/screens/onboarding_screen.dart:10 + feature/auth/src/main/java/ir/coffevista/vista_native/features/onboarding/OnboardingScreen.kt:57,"Gap=Native onboarding exists, but the Flutter reference is currently dirty/new and visual parity must be recaptured.; Category=C — canonical phase transfer; Blocker=Dirty Flutter onboarding source/assets prevent a stable final visual baseline.; Change=None"
NativeGap,NG-029,Posts,JRN-029,lib/features/posts/screens/AddPost.dart,29,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,AddPublicPostScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for AddPublicPostScreen; collect targeted evidence.,lib/features/posts/screens/AddPost.dart:29 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-030,Posts,JRN-030,lib/features/posts/screens/appeal_screen.dart,12,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,AppealScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for AppealScreen; collect targeted evidence.,lib/features/posts/screens/appeal_screen.dart:12 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-031,Posts,JRN-031,lib/features/posts/screens/ExploreFeedScreen.dart,69,Native gap,N/A,N/A,Partial — dirty WIP/evidence open,feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/FeedScreen.kt:81,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,ExploreFeedScreen closes its recorded Native gap and passes targeted parity checks.,Continue SLICE-01D / MEDIA-01 for ExploreFeedScreen; collect targeted evidence.,lib/features/posts/screens/ExploreFeedScreen.dart:69 + feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/FeedScreen.kt:81,Gap=Feed/cache/paging implementation exists; current dirty engagement work and visual state matrix remain unverified.; Category=C — canonical phase transfer; Blocker=Overlaps user-owned Feed WIP; ownership and targeted tests/visual evidence are required.; Change=None
NativeGap,NG-032,Posts,JRN-032,lib/features/posts/screens/followers_and_followings/FollowersScreen.dart,8,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,FollowersScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for FollowersScreen; collect targeted evidence.,lib/features/posts/screens/followers_and_followings/FollowersScreen.dart:8 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-033,Posts,JRN-033,lib/features/posts/screens/followers_and_followings/FollowingScreen.dart,8,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,FollowingScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for FollowingScreen; collect targeted evidence.,lib/features/posts/screens/followers_and_followings/FollowingScreen.dart:8 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-034,Posts,JRN-034,lib/features/posts/screens/hashtag_posts_screen.dart,24,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,HashtagPostsScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for HashtagPostsScreen; collect targeted evidence.,lib/features/posts/screens/hashtag_posts_screen.dart:24 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-035,Posts,JRN-035,lib/features/posts/screens/notificationScreen.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/DeepLinkCoordinator.kt:64 — generic pending destination only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,NotificationsPage is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for NotificationsPage; collect targeted evidence.,lib/features/posts/screens/notificationScreen.dart:13 + Missing,Gap=Notification feature/channel/payload/action/killed-state destination is incomplete.; Category=C — canonical phase transfer; Blocker=DISC-01A requires FCM permission/channel/action integration and lifecycle tests.; Change=None
NativeGap,NG-036,Posts,JRN-036,lib/features/posts/screens/PostDetailPage.dart,31,Native gap,N/A,N/A,Partial — dirty WIP/evidence open,feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/PostDetailScreen.kt:40,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,PostDetailsPage closes its recorded Native gap and passes targeted parity checks.,Continue SLICE-01D / MEDIA-01 for PostDetailsPage; collect targeted evidence.,lib/features/posts/screens/PostDetailPage.dart:31 + feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/PostDetailScreen.kt:40,Gap=Post Detail exists; engagement/comments wiring is dirty WIP and media/visual parity remains incomplete.; Category=C — canonical phase transfer; Blocker=Overlaps user-owned Post Detail changes and missing visual/runtime matrix.; Change=None
NativeGap,NG-037,Posts,JRN-037,lib/features/posts/screens/profileScreen.dart,65,Native gap,N/A,N/A,Partial — parity gates open,feature/profile/src/main/java/ir/coffevista/vista_native/features/profile/ui/OwnProfileScreen.kt:44,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,ProfileScreen closes its recorded Native gap and passes targeted parity checks.,Continue SLICE-01D / MEDIA-01 for ProfileScreen; collect targeted evidence.,lib/features/posts/screens/profileScreen.dart:65 + feature/profile/src/main/java/ir/coffevista/vista_native/features/profile/ui/OwnProfileScreen.kt:44,Gap=Own/other profile foundations exist; edit/share/badge/private/error and exact visual states remain incomplete.; Category=C — canonical phase transfer; Blocker=VFP-02 visual matrix and remaining profile actions are open.; Change=None
NativeGap,NG-038,Posts,JRN-038,lib/features/posts/screens/saved_posts_screen.dart,35,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,SavedPostsScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for SavedPostsScreen; collect targeted evidence.,lib/features/posts/screens/saved_posts_screen.dart:35 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-039,Posts,JRN-039,lib/features/posts/screens/VistaStoryTemplateScreen.dart,8,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,VistaStoryTemplateScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for VistaStoryTemplateScreen; collect targeted evidence.,lib/features/posts/screens/VistaStoryTemplateScreen.dart:8 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-040,Profile,JRN-040,lib/features/profile/screens/account_details_screen.dart,15,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D,SLICE-01D,AccountDetailsScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D for AccountDetailsScreen; collect targeted evidence.,lib/features/profile/screens/account_details_screen.dart:15 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-041,Profile,JRN-041,lib/features/profile/screens/profile_setup_wizard_screen.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D,SLICE-01D,ProfileSetupWizardScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D for ProfileSetupWizardScreen; collect targeted evidence.,lib/features/profile/screens/profile_setup_wizard_screen.dart:13 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-042,Search,JRN-042,lib/features/search/screens/searchPage.dart,25,Native gap,N/A,N/A,Partial — DISC-01A extension required,feature/search/src/main/java/ir/coffevista/vista_native/features/search/ui/SearchScreens.kt:87,DISC-01A,DISC-01A,SearchPage closes its recorded Native gap and passes targeted parity checks.,Continue DISC-01A for SearchPage; collect targeted evidence.,lib/features/search/screens/searchPage.dart:25 + feature/search/src/main/java/ir/coffevista/vista_native/features/search/ui/SearchScreens.kt:87,Gap=Search users/hashtags/posts/history exists; QR and exhaustive navigation/runtime/visual parity remain open.; Category=C — canonical phase transfer; Blocker=QR destination and uncontaminated runtime/visual evidence are missing.; Change=None
NativeGap,NG-043,Services,JRN-043,lib/features/services/screens/contacts_screen.dart,11,Native gap,N/A,N/A,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,ContactsScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01B for ContactsScreen; collect targeted evidence.,lib/features/services/screens/contacts_screen.dart:11 + Missing,Gap=Services destination is a controlled placeholder; dedicated feature/data/UI is missing.; Category=C — canonical phase transfer; Blocker=Requires DISC-01B services contract/web-policy slice; current Flutter Services source is dirty and must be re-baselined.; Change=None
NativeGap,NG-044,Services,JRN-044,lib/features/services/screens/game_launch_screen.dart,17,Native gap,N/A,N/A,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,GameLaunchScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01B for GameLaunchScreen; collect targeted evidence.,lib/features/services/screens/game_launch_screen.dart:17 + Missing,Gap=Services destination is a controlled placeholder; dedicated feature/data/UI is missing.; Category=C — canonical phase transfer; Blocker=Requires DISC-01B services contract/web-policy slice; current Flutter Services source is dirty and must be re-baselined.; Change=None
NativeGap,NG-045,Services,JRN-045,lib/features/services/screens/in_app_web_screen.dart,6,Native gap,N/A,N/A,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,InAppWebScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01B for InAppWebScreen; collect targeted evidence.,lib/features/services/screens/in_app_web_screen.dart:6 + Missing,Gap=Services destination is a controlled placeholder; dedicated feature/data/UI is missing.; Category=C — canonical phase transfer; Blocker=Requires DISC-01B services contract/web-policy slice; current Flutter Services source is dirty and must be re-baselined.; Change=None
NativeGap,NG-046,Services,JRN-046,lib/features/services/screens/services_screen.dart,49,Native gap,N/A,N/A,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,ServicesScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01B for ServicesScreen; collect targeted evidence.,lib/features/services/screens/services_screen.dart:49 + Missing,Gap=Services destination is a controlled placeholder; dedicated feature/data/UI is missing.; Category=C — canonical phase transfer; Blocker=Requires DISC-01B services contract/web-policy slice; current Flutter Services source is dirty and must be re-baselined.; Change=None
NativeGap,NG-047,Services,JRN-047,lib/features/services/screens/top_groups_screen.dart,8,Native gap,N/A,N/A,Missing — transferred,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:219 — placeholder,DISC-01B,DISC-01B,TopGroupsScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01B for TopGroupsScreen; collect targeted evidence.,lib/features/services/screens/top_groups_screen.dart:8 + Missing,Gap=Services destination is a controlled placeholder; dedicated feature/data/UI is missing.; Category=C — canonical phase transfer; Blocker=Requires DISC-01B services contract/web-policy slice; current Flutter Services source is dirty and must be re-baselined.; Change=None
NativeGap,NG-048,Settings,JRN-048,lib/features/settings/screens/ContactUs.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,ContactUsScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for ContactUsScreen; collect targeted evidence.,lib/features/settings/screens/ContactUs.dart:13 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-049,Settings,JRN-049,lib/features/settings/screens/FAQScreen.dart,3,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,FAQScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for FAQScreen; collect targeted evidence.,lib/features/settings/screens/FAQScreen.dart:3 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-050,Settings,JRN-050,lib/features/settings/screens/PrivacyPolicyScreen.dart,3,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,PrivacyPolicyScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for PrivacyPolicyScreen; collect targeted evidence.,lib/features/settings/screens/PrivacyPolicyScreen.dart:3 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-051,Settings,JRN-051,lib/features/settings/screens/Settings.dart,24,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,Settings is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for Settings; collect targeted evidence.,lib/features/settings/screens/Settings.dart:24 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-052,Settings,JRN-052,lib/features/settings/screens/subpages/AboutSettingsPage.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,AboutSettingsPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for AboutSettingsPage; collect targeted evidence.,lib/features/settings/screens/subpages/AboutSettingsPage.dart:13 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-053,Settings,JRN-053,lib/features/settings/screens/subpages/ActiveSessionsScreen.dart,14,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,ActiveSessionsScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for ActiveSessionsScreen; collect targeted evidence.,lib/features/settings/screens/subpages/ActiveSessionsScreen.dart:14 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-054,Settings,JRN-054,lib/features/settings/screens/subpages/BlockedUsersPage.dart,12,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,BlockedUsersPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for BlockedUsersPage; collect targeted evidence.,lib/features/settings/screens/subpages/BlockedUsersPage.dart:12 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-055,Settings,JRN-055,lib/features/settings/screens/subpages/data_storage_settings_page.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,DataStorageSettingsPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for DataStorageSettingsPage; collect targeted evidence.,lib/features/settings/screens/subpages/data_storage_settings_page.dart:13 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-056,Settings,JRN-056,lib/features/settings/screens/subpages/notification_settings_page.dart,9,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,NotificationSettingsPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for NotificationSettingsPage; collect targeted evidence.,lib/features/settings/screens/subpages/notification_settings_page.dart:9 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-057,Settings,JRN-057,lib/features/settings/screens/subpages/privacy_security_page.dart,15,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,PrivacySecurityPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for PrivacySecurityPage; collect targeted evidence.,lib/features/settings/screens/subpages/privacy_security_page.dart:15 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-058,Settings,JRN-058,lib/features/settings/screens/subpages/ThemeSettingsPage.dart,12,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,ThemeSettingsPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for ThemeSettingsPage; collect targeted evidence.,lib/features/settings/screens/subpages/ThemeSettingsPage.dart:12 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-059,Settings,JRN-059,lib/features/settings/screens/subpages/VerificationRequestPage.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,VerificationRequestPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for VerificationRequestPage; collect targeted evidence.,lib/features/settings/screens/subpages/VerificationRequestPage.dart:13 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-060,Settings,JRN-060,lib/features/settings/screens/TermsAndConditions.dart,3,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,TermsAndConditionsScreen is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for TermsAndConditionsScreen; collect targeted evidence.,lib/features/settings/screens/TermsAndConditions.dart:3 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-061,Settings,JRN-061,lib/features/settings/screens/vistaStore/pricing_page.dart,16,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,PricingPage is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for PricingPage; collect targeted evidence.,lib/features/settings/screens/vistaStore/pricing_page.dart:16 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-062,Settings,JRN-062,lib/features/settings/screens/vistaStore/store.dart,10,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,DISC-01C,DISC-01C,VerificationBadgeStore is implemented end-to-end with its mapped Flutter states.,Continue DISC-01C for VerificationBadgeStore; collect targeted evidence.,lib/features/settings/screens/vistaStore/store.dart:10 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-063,Stories,JRN-063,lib/features/stories/presentation/screens/story_creation_screen.dart,19,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,STORY-01,STORY-01,StoryCreationScreen is implemented end-to-end with its mapped Flutter states.,Continue STORY-01 for StoryCreationScreen; collect targeted evidence.,lib/features/stories/presentation/screens/story_creation_screen.dart:19 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-064,Stories,JRN-064,lib/features/stories/presentation/screens/story_editor_screen.dart,25,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,STORY-01,STORY-01,StoryEditorScreen is implemented end-to-end with its mapped Flutter states.,Continue STORY-01 for StoryEditorScreen; collect targeted evidence.,lib/features/stories/presentation/screens/story_editor_screen.dart:25 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-065,Stories,JRN-065,lib/features/stories/presentation/screens/story_player_screen.dart,33,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,STORY-01,STORY-01,StoryPlayerScreen is implemented end-to-end with its mapped Flutter states.,Continue STORY-01 for StoryPlayerScreen; collect targeted evidence.,lib/features/stories/presentation/screens/story_player_screen.dart:33 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-066,Stories,JRN-066,lib/features/stories/presentation/screens/story_privacy_settings_screen.dart,8,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,STORY-01,STORY-01,StoryPrivacySettingsScreen is implemented end-to-end with its mapped Flutter states.,Continue STORY-01 for StoryPrivacySettingsScreen; collect targeted evidence.,lib/features/stories/presentation/screens/story_privacy_settings_screen.dart:8 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-067,Cross-cutting,JRN-067,lib/screens/banned_screen.dart,3,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:7 — no Banned route,AUTH-02,AUTH-02,BannedScreen is implemented end-to-end with its mapped Flutter states.,Continue AUTH-02 for BannedScreen; collect targeted evidence.,lib/screens/banned_screen.dart:3 + Missing,"Gap=Flutter banned destination/state is missing.; Category=C — canonical phase transfer; Blocker=AUTH-02 must add typed destination, status mapping, appeal handoff and tests.; Change=None"
